Jurisdiction,State,Year,ElectionDate,Office,Winner,IncumbentStatusofWinner,total_cands_with_writein,Numberofrounds,Totalballotscast,Firstroundactivevotes,Finalroundactivevotes,Firstroundvoteforwinner,Firstroundpercentforwinner,Firstroundplaceforwinner,Finalroundvotesforwinner,Finalroundpercentforwinner,Winnersconsensusvalue,WinnersFinalRoundVotesasPe,Fullyrankedballots,Ballotswith2Rankings,BallotsRankingtheWinner,FirstRoundUndervote,FirstRoundOvervotes,pctfirstroundover,TotalBallotswithOvervotes,InactivebyOvervote,InactivebySkippedRankings,InactivebyAbstention,Inactivebyrankinglimit,TotalInactive,Includesduplicaterankings,Includesskippedrankings,TurnoutPercentpercentofregi,RegisteredVotersinJurisdictio,Condorcetwinner,ComeFromBehindWinner,NumberofRankingsPermitted,BallotStyle,BallotMarkingStyle,VotingEquipmentUsed,Linktofullresults,CVRAvailable,Notes,RaceID,AU,female_cands,male_cands,nonbin_cands,gender_miss_cands,black_cands,hisp_cands,mena_cands,aapi_cands,white_cands,other_cands,minority_cands,num_cands_no_writein,female_cands5,male_cands5,nonbin_cands5,gender_miss_cands5,black_cands5,hisp_cands5,mena_cands5,aapi_cands5,white_cands5,other_cands5,minority_cands5,total_cands5,open_seat,allcands_male,allcands_female,cands_mixed_gender,allcands_male5,allcands_female5,cands_mixed_gender5,special_election,month,gen_election,prim_election,level,record available
Minneapolis,MN,2021,11/2/2021,Park Board District 3,Becky Alper,Challenger,3,1,19233,15254,15254,9073,0.59479,1,9073,0.59479,.72106,0.59479,3282,5504,10999,3976.0,9.0,0.0004679457182967,17.0,0.0,0.0,0.0,0.0,0,936.0,154.0,,,Y,N,3.0,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11022021_ParkBoardDistrict3,,1,2,0,1,0,0,2,0,1,0,2,3,1,2,0,0,0,0,2,0,1,0,2,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Minneapolis,MN,2021,11/2/2021,City Council Ward 2,Robin Wonsley Worlobah,Challenger,5,5,9799,9527,8093,2763,0.29002,1,4056,0.50117,.54057,0.42574,4316,7316,5150,268.0,12.0,0.0012246147566078,23.0,0.0,0.0,1183.0,251.0,1434,266.0,30.0,,,N - no Condorcet winner,N,3.0,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,No Condorcet winner,Minneapolis_11022021_CityCouncilWard2,,2,3,0,1,1,0,1,0,2,0,2,4,2,3,0,0,1,0,1,0,2,0,2,4,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
St. Louis Park,MN,2021,11/2/2021,Council Member Ward 3,Sue Budd,OpenSeat,3,3,1359,1347,1306,581,0.4313288789903489,1,747,0.5719754977029097,.78174,0.5545657015590201,696,989,1053,12.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,41,202.0,4.0,,,Y,N,3.0,Columns,Oval,ES&S DS200/DS850/AutoMARK,Link,Y,,StLouisPark_11022021_CityCouncilWard3,,1,2,0,0,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Minnetonka,MN,2023,11/7/2023,City council ward 4,Kissy C. Coakley,Incumbent,3,3,3567,3287,3182,1584,0.4819,1,1693,0.53206,.65409,0.51506,1111,1779,2150,277.0,4.0,0.0011213905242501,6.0,0.0,0.0,105.0,0.0,105,509.0,12.0,,,Y,N,3.0,,,,Link,Y,,Minnetonka_11072023_CityCouncilWard4,,1,2,0,1,1,0,0,0,2,0,1,3,1,2,0,0,1,0,0,0,2,0,1,3,0,0,0,1,0,0,1,0.0,11,1,0,local,no
Minnetonka,MN,2023,11/7/2023,City council ward 1,Patsy Foster-Bolton,OpenSeat,4,4,3159,3031,2851,1446,0.47707,1,1634,0.57313,.6479700000000001,0.5391,1143,1878,1964,127.0,3.0,0.0009496676163343,9.0,0.0,0.0,180.0,0.0,180,449.0,8.0,,,Y,N,3.0,,,,Link,Y,,Minnetonka_11072023_CityCouncilWard1,,2,2,0,1,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0.0,11,1,0,local,no
Minnetonka,MN,2023,11/7/2023,City council ward 3,Paula Ramaley,OpenSeat,3,3,3495,3363,2728,1246,0.3705,1,1366,0.50073,.68302,0.40618,1132,2208,2297,132.0,0.0,0.0,2.0,0.0,0.0,635.0,0.0,635,478.0,8.0,,,Y,N,3.0,,,,Link,Y,,Minnetonka_11072023_CityCouncilWard3,,1,2,0,1,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0.0,11,1,0,local,no
Santa Fe,NM,2018,3/6/2018,City Council District 4,JoAnne Vigil Coppler,OpenSeat,3,2,5080,4899,4543,2121,0.4329455,1,2565,0.5646049,.8556847999999999,0.5235761999999999,3447,3812,4192,173.0,8.0,0.0015748031496063,28.0,4.0,0.0,352.0,0.0,356,99.0,25.0,0.3705594864687432,13709,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,SantaFe_03062018_CityCouncilDistrict4_tab1,,1,2,0,0,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0.0,3,0,1,local,yes
Santa Fe,NM,2018,3/6/2018,City Council District 2,Carol Romero-Wirth,OpenSeat,3,1,6433,6256,6256,3310,0.5290921000000001,1,3310,0.5290921000000001,.903133,0.5290921000000001,4280,5141,5650,173.0,4.0,0.0006217938753303,18.0,0.0,0.0,0.0,0.0,0,84.0,27.0,0.4147914114385196,15509,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,SantaFe_03062018_CityCouncilDistrict2_tab1,,1,2,0,0,0,1,0,0,2,0,1,3,1,2,0,0,0,1,0,0,2,0,1,3,1,0,0,1,0,0,1,0.0,3,0,1,local,yes
Santa Fe,NM,2018,3/6/2018,Mayor,Alan Webber,OpenSeat,5,4,20670,20604,19774,8080,0.3921569,1,13088,0.6618792000000001,.6963211,0.6352165000000001,12876,17892,17614,40.0,26.0,0.0012578616352201,208.0,26.0,0.0,804.0,0.0,830,570.0,191.0,0.3816751606470197,54156,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,SantaFe_03062018_Mayor_tab1,,1,4,0,0,0,2,0,0,3,0,2,5,1,4,0,0,0,2,0,0,3,0,2,5,1,0,0,1,0,0,1,0.0,3,0,1,local,yes
Las Cruces,NM,2019,11/5/2019,City Council District 4,Johana Bencomo,OpenSeat,3,2,1689,1557,1469,763,0.490045,1,922,0.6276378,.8098908,0.5921644,887,1101,1261,127.0,5.0,0.0029603315571344,9.0,0.0,0.0,88.0,0.0,88,31.0,9.0,,Unknown,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,LasCruces_11052019_COUNCILORPOSITION4CITYOFLASCRUCESDISTRICT4COUNCILOR_tab1,,2,1,0,0,0,3,0,0,0,0,3,3,2,1,0,0,0,3,0,0,0,0,3,3,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Las Cruces,NM,2019,11/5/2019,City Council District 2,Tessa Abeyta Stuve,OpenSeat,4,3,2394,2248,2088,970,0.4314947,1,1151,0.5512452,.6619217000000001,0.5120107,874,1460,1666,141.0,5.0,0.0020885547201337,16.0,3.0,0.0,157.0,0.0,160,32.0,21.0,,Unknown,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,LasCruces_11052019_COUNCILORPOSITION2CITYOFLASCRUCESDISTRICT2COUNCILOR_tab1,,1,3,0,0,0,2,0,0,0,0,2,2,1,3,0,0,0,2,0,0,0,0,2,2,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Las Cruces,NM,2019,11/5/2019,Mayor,Ken Miyagashima,Incumbent,10,9,14156,13985,12371,5172,0.3698248,1,6814,0.5508043,.531641,0.4872363,3947,11278,10335,49.0,122.0,0.0086182537439955,370.0,70.0,0.0,1544.0,0.0,1614,462.0,503.0,,Unknown,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,LasCruces_11052019_MAYORCITYOFLASCRUCES_tab1,,4,6,0,0,0,7,0,0,3,0,7,10,1,4,0,0,0,3,0,0,2,0,3,5,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D8,Diana I. Ayala,Incumbent,4,1,11722,11722,11722,6621,0.56,1,6621,0.56484,.76762,0.56484,4012,6898,9594,,55.0,0.0046920320764375,130.0,0.0,0.0,0.0,0.0,0,398.0,621.0,,79138,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict,,4,0,0,1,2,2,0,0,0,0,4,4,3,0,0,0,2,1,0,0,0,0,3,3,0,0,1,0,0,1,0,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D34,Jennifer Gutierrez,OpenSeat,4,1,16438,16438,16438,13065,0.79,1,13065,0.7948,.89202,0.7948,3839,7920,14845,,33.0,0.0020075434967758,84.0,0.0,0.0,0.0,0.0,0,247.0,437.0,,81235,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict,,1,3,0,1,2,1,0,0,1,0,3,4,1,2,0,0,1,1,0,0,1,0,2,3,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D15,Oswald Feliz,Incumbent,8,7,8204,8204,7251,3165,0.39,1,3791,0.52282,.60568,0.46209,3102,5615,5459,,94.0,0.0114578254509995,185.0,19.0,0.0,897.0,37.0,953,231.0,258.0,,60971,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict,,4,4,0,1,1,5,0,1,0,1,8,8,2,3,0,0,1,3,0,0,0,1,5,5,0,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D40,Rita C. Joseph,OpenSeat,11,11,22343,22343,16894,5648,0.25,1,10065,0.59577,.50651,0.45048,7680,16634,12886,,124.0,0.0055498366378732,231.0,32.0,0.0,4561.0,856.0,5449,345.0,383.0,,77432,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict,,5,6,0,1,9,1,0,0,1,0,10,11,3,3,0,0,4,1,0,0,1,0,5,6,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for Queens Borough President,Donovan J. Richards Jr.,Incumbent,3,3,194672,195591,183375,80320,0.41,1,92222,0.50291,.72423,0.4715,76387,115699,141893,,476.0,0.0024451384893565,864.0,66.0,0.0,12150.0,0.0,12216,3041.0,3981.0,,807187,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMBoroughPresidentQueens,,1,2,0,1,1,0,0,0,2,0,1,3,1,2,0,0,1,0,0,0,2,0,1,3,0,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D32,Felicia Singh,OpenSeat,6,6,10271,10271,8934,3661,0.36,1,4686,0.52451,.55847,0.45624,2667,6122,6247,,54.0,0.005257521176127,125.0,12.0,0.0,1325.0,0.0,1337,212.0,174.0,,51460,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict,,4,2,0,1,0,1,0,3,1,1,5,6,3,2,0,0,0,1,0,3,1,0,4,5,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D38,Alexa Aviles,OpenSeat,6,5,12116,12116,11131,4806,0.4,1,5766,0.51801,.59434,0.4759,2589,7722,7748,,34.0,0.0028062066688676,79.0,11.0,0.0,974.0,0.0,985,230.0,167.0,,47725,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict,,2,4,0,1,1,3,0,1,1,0,5,6,2,3,0,0,0,3,0,1,1,0,4,5,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D42,Charles Barron,OpenSeat,4,4,15636,15636,14847,7431,0.48,1,7979,0.53741,.68182,0.5103,5372,9744,11815,,92.0,0.005883857764134,181.0,20.0,0.0,769.0,0.0,789,665.0,980.0,,79782,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict,,2,2,0,1,4,0,0,0,0,0,4,4,1,2,0,0,3,0,0,0,0,0,3,3,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,DEMCouncil Member 17th Council District,Rafael Salamanca Jr.,Incumbent,2,1,9049,9049,9049,5428,0.59985,1,5428,0.59985,.81722,0.59985,4491,4537,7395,,43.0,0.0047519062879876,52.0,0.0,0.0,0.0,0.0,43,258.0,232.0,,,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict,,1,1,0,1,1,1,0,0,0,0,2,2,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Republican Primary for City Council D50,David M. Carr,OpenSeat,5,5,8577,8577,7194,2692,0.31,2,3618,0.50292,.51673,0.42183,1798,4500,4895,,30.0,0.0034977264777894,58.0,8.0,0.0,1375.0,0.0,1383,230.0,62.0,,36185,Y,Y,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict,,1,4,0,1,0,0,0,0,5,0,0,5,1,3,0,0,0,0,0,0,4,0,0,4,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for Manhattan Borough President,Mark D. Levine,OpenSeat,7,7,237180,237730,187378,67375,0.28,1,100718,0.53751,.52066,0.42367,57054,162604,140097,,435.0,0.0018340500885403,1161.0,271.0,0.0,46732.0,3349.0,50352,2288.0,2347.0,,756581,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMBoroughPresidentNewYork,,3,4,0,1,0,1,0,0,6,0,1,7,3,4,0,0,0,1,0,0,6,0,1,7,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D26,Julie Won,OpenSeat,15,15,17893,17893,12033,3306,0.18,1,6822,0.56694,.40999,0.38127,8593,14659,9202,,124.0,0.0069300843905438,183.0,29.0,0.0,4188.0,1643.0,5860,161.0,218.0,,63440,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict,,8,7,0,1,2,2,0,5,6,0,9,15,6,2,0,0,1,0,0,4,3,0,5,8,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for Richmond Borough President,Mark S. Murphy,OpenSeat,5,3,28097,28432,27656,13221,0.47,1,13835,0.50025,.68106,0.4866,8375,18491,21495,,75.0,0.002669324127131,208.0,5.0,0.0,771.0,0.0,776,705.0,457.0,,131209,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMBoroughPresidentRichmond,,1,4,0,1,1,1,0,1,2,0,3,5,1,4,0,0,1,1,0,1,2,0,3,5,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,REP Council Member 24th Council District,Timothy Rosen,OpenSeat,2,1,807,807,807,478,0.59232,1,478,0.59232,.7670400000000001,0.59232,400,406,619,,8.0,0.009913258983891,9.0,0.0,0.0,0.0,0.0,8,24.0,22.0,,,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict,,0,2,0,1,1,0,0,0,1,0,1,2,0,2,0,0,1,0,0,0,1,0,1,2,1,1,0,0,1,0,0,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Republican Primary for Richmond Borough President,Vito Fossella,OpenSeat,4,4,19493,19644,18477,8583,0.44,1,9459,0.51193,.68433,0.48152,4999,12194,14271,,83.0,0.0042579387472426,186.0,11.0,0.0,1156.0,0.0,1167,808.0,565.0,,98773,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_REPBoroughPresidentRichmond,,1,3,0,1,0,0,0,1,3,0,1,4,1,2,0,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D7,Shaun Abreu,OpenSeat,12,11,23189,23189,18411,6214,0.27,1,9215,0.50052,.4622,0.39739,8368,17176,12300,,111.0,0.0047867523394713,197.0,34.0,0.0,4302.0,442.0,4778,268.0,291.0,,84461,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict,,4,7,1,1,1,9,0,0,2,0,10,12,2,3,1,0,0,4,0,0,2,0,4,6,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D13,Marjorie Velazquez,OpenSeat,5,1,9960,9960,9960,5608,0.56,1,5608,0.56305,.75141,0.56305,3175,5776,7955,,44.0,0.0044176706827309,111.0,0.0,0.0,0.0,0.0,0,243.0,203.0,,55388,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict,,4,1,0,1,1,3,0,0,0,1,5,5,4,1,0,0,1,3,0,0,0,1,5,5,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D23,Linda Lee,OpenSeat,7,7,16526,16526,13165,4943,0.3,1,7173,0.54485,.52596,0.43404,4762,11582,10085,,70.0,0.0042357497277018,158.0,24.0,0.0,3207.0,130.0,3361,271.0,238.0,,58800,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict,,3,4,0,1,0,0,0,5,2,0,5,7,3,2,0,0,0,0,0,3,2,0,3,5,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for Comptroller,Brad Lander,OpenSeat,10,10,866296,868087,656593,268064,0.31,1,340944,0.51926,.4399,0.39275,241251,586261,426359,,3193.0,0.003685807160601,6687.0,1471.0,0.0,182701.0,27322.0,211494,13835.0,14535.0,,3376341,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMComptrollerCitywide,,3,7,0,1,2,1,0,2,5,0,5,10,2,5,0,0,2,1,0,1,3,0,4,7,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D19,Tony Avella,OpenSeat,6,6,13086,13086,11746,4992,0.38,1,6429,0.54734,.61585,0.49129,2855,8688,8731,,46.0,0.0035152070915482,93.0,16.0,0.0,1324.0,0.0,1340,206.0,113.0,,46655,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict,,1,5,0,1,0,1,0,2,3,0,3,6,1,3,0,0,0,1,0,1,2,0,2,4,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D1,Christopher Marte,OpenSeat,9,8,21834,21834,19519,8598,0.39,1,9801,0.50213,.54287,0.44889,5621,15592,13107,,44.0,0.0020152056425758,91.0,6.0,0.0,2217.0,92.0,2315,133.0,117.0,,69076,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict,,6,3,0,1,2,1,0,3,3,0,6,9,4,1,0,0,0,1,0,3,1,0,4,5,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D10,Carmen N. De La Rosa,OpenSeat,8,8,19583,19583,17267,7910,0.4,1,10318,0.59756,.6706800000000001,0.52689,5084,13270,13971,,125.0,0.0063830873716999,191.0,24.0,0.0,2096.0,196.0,2316,248.0,352.0,,83740,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict,,4,4,0,1,0,6,0,0,1,0,6,7,3,0,0,0,0,3,0,0,0,0,3,3,1,0,0,1,0,1,0,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D12,Kevin Riley,Incumbent,3,3,17399,17399,16238,8588,0.49,1,9595,0.5909,.80953,0.55147,8800,11337,14108,,68.0,0.0039082705902638,127.0,13.0,0.0,1148.0,0.0,1161,423.0,532.0,,80631,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict,,2,1,0,1,3,0,0,0,0,0,3,3,2,1,0,0,3,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D6,Gale A. Brewer,OpenSeat,6,1,39399,39399,39399,21594,0.55,1,21594,0.54808,.73966,0.54808,7090,25321,30854,,55.0,0.0013959745171197,138.0,0.0,0.0,0.0,0.0,0,275.0,228.0,,89616,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict,,3,3,0,1,0,1,0,1,4,0,2,6,3,1,0,0,0,1,0,1,2,0,2,4,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D45,Farah N. Louis,Incumbent,3,1,19297,19297,19297,14544,0.75,1,14544,0.75369,.8849,0.75369,6689,9162,17101,,82.0,0.0042493651862984,131.0,0.0,0.0,0.0,0.0,0,485.0,561.0,,76785,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict,,1,2,0,1,3,0,0,0,0,0,3,3,1,1,0,0,2,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D39,Shahana K. Hanif,OpenSeat,7,7,36095,36095,28038,11599,0.32,1,15980,0.56994,.56928,0.44272,9087,28524,22404,,60.0,0.0016622800941959,132.0,15.0,0.0,7792.0,250.0,8057,239.0,204.0,,82436,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict,,3,4,0,1,1,0,0,2,4,0,3,7,2,3,0,0,1,0,0,1,3,0,2,5,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D29,Lynn C. Schulman,OpenSeat,9,9,17122,17122,12057,3942,0.23,1,7232,0.59982,.47681,0.42238,5336,13044,9489,,63.0,0.0036794766966476,116.0,23.0,0.0,4438.0,604.0,5065,168.0,129.0,,54456,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict,,3,6,0,1,0,1,0,2,6,0,3,9,2,5,0,0,0,0,0,2,5,0,2,7,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,DEMCouncil Member 41st Council District,Darlene Mealy,Challenger,2,1,15447,15447,15447,8849,0.57286,1,8849,0.57286,.77115,0.57286,7631,7705,11912,,44.0,0.002848449537127,59.0,0.0,0.0,0.0,0.0,44,450.0,241.0,,,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict,,2,0,0,1,2,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D37,Sandy Nurse,Challenger,6,3,10874,10874,10756,5363,0.49,1,5473,0.50883,.65661,0.50331,3041,6554,7667,,41.0,0.0037704616516461,108.0,4.0,0.0,114.0,0.0,118,273.0,233.0,,65230,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict,,2,4,0,1,2,3,0,1,0,0,6,6,2,3,0,0,1,3,0,1,0,0,5,5,0,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D5,Julie Menin,OpenSeat,7,7,25436,25436,21568,8872,0.35,1,12083,0.56023,.56031,0.47504,6814,18134,15924,,47.0,0.0018477748073596,121.0,20.0,0.0,3720.0,128.0,3868,189.0,142.0,,69105,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict,,4,3,0,1,0,4,0,0,3,0,4,7,4,2,0,0,0,3,0,0,3,0,3,6,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,DEMCouncil Member 30th Council District,Robert F. Holden,Incumbent,2,1,9612,9612,9612,5250,0.54619,1,5250,0.54619,.68955,0.54619,3009,3075,6628,,5.0,0.0005201831044528,8.0,0.0,0.0,0.0,0.0,5,155.0,86.0,,,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict,,0,2,0,1,0,1,0,0,1,0,1,2,0,2,0,0,0,1,0,0,1,0,1,2,0,1,0,0,1,0,0,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,REP Council Member 15th Council District,Ariel Rivera-Diaz,OpenSeat,2,2,159,159,149,78,0.49057,1,80,0.53691,.76101,0.50314,75,76,121,,4.0,0.0251572327044025,4.0,0.0,0.0,10.0,0.0,4,12.0,7.0,,,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict,,0,2,0,1,0,2,0,0,0,0,2,2,0,2,0,1,0,2,0,0,0,0,2,2,1,1,0,0,1,0,0,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D9,Kristin Richardson Jordan,Challenger,13,13,25626,25626,17930,4873,0.19,2,9017,0.5029,.33876,0.35187,10758,19736,10627,,147.0,0.0057363615078436,264.0,63.0,0.0,5540.0,2093.0,7696,393.0,359.0,,94985,Y,Y,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict,,6,7,0,1,13,0,0,0,0,0,13,13,3,5,0,0,8,0,0,0,0,0,8,8,0,0,0,1,0,0,1,0.0,6,0,1,local,yes
New York City,NY,2021,6/22/2021,NYC Democratic Primary for City Council D46,Mercedes Narcisse,OpenSeat,8,8,18480,18480,14034,6421,0.35,1,8940,0.63702,.55855,0.48377,5864,12445,11281,,70.0,0.0037878787878788,157.0,30.0,0.0,4127.0,289.0,4446,465.0,323.0,,74864,Y,N,5.0,Grid,Oval,ES&S,Link,Y,,NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict,,6,2,0,1,6,0,0,1,1,0,7,8,4,2,0,0,4,0,0,1,1,0,5,6,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
