unnamed02,unnamed01,unnamed0,filename,diff,linearvotersfailure,gamma,mirror,candidates,level,partisan,type,irv1,irv2,condorcet1,plurality1,approval1irv2,condorcet2,plurality2,approval2,approval1,polarization,median_voter_distance,median_voter_preference_distance,bimodality,partisan2,State,Date,ElectionType
220,220,220,NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,[],no,0.670614,,7,LOCAL,DP,R,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,0.13413413,0.008111102,0.0,2.8897443,,NewYorkCity,06222021,DEMCouncilMember39thCouncilDistrict
221,221,221,NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,[],no,0.72500265,,6,LOCAL,DP,R,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,0.38338339,0.0,0.0,1.1435746,,NewYorkCity,06222021,DEMCouncilMember3rdCouncilDistrict
222,222,222,NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,[],no,0.60243279,,11,LOCAL,DP,R,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,0.17617618,0.068476066,0.068476066,1.9928708,,NewYorkCity,06222021,DEMCouncilMember40thCouncilDistrict
223,223,223,NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,[],no,1.0,,2,LOCAL,DP,R,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy,,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy,0.992993,0.37213615,0.0,,,NewYorkCity,06222021,DEMCouncilMember41stCouncilDistrict
224,224,224,NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,[],no,0.75726354,,4,LOCAL,DP,R,Charles Barron,Charles Barron,Charles Barron,Charles Barron,,Charles Barron,Charles Barron,Charles Barron,Charles Barron,0.3103103,0.20566323,0.31497833,2.9584496,,NewYorkCity,06222021,DEMCouncilMember42ndCouncilDistrict
225,225,225,NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,[],no,0.92947584,,3,LOCAL,DP,R,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis,,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis,0.47447446,0.028753841,0.0,1.2263174,,NewYorkCity,06222021,DEMCouncilMember45thCouncilDistrict
226,226,226,NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,[],no,0.63560104,,8,LOCAL,DP,R,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,0.18718718,0.0,0.0,2.8124335,,NewYorkCity,06222021,DEMCouncilMember46thCouncilDistrict
227,227,227,NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,[],no,0.76352531,,4,LOCAL,DP,R,Ari Kagan,Ari Kagan,Ari Kagan,Ari Kagan,,Ari Kagan,Ari Kagan,Ari Kagan,Ari Kagan,0.2912913,0.29638344,0.29638344,3.2927771,,NewYorkCity,06222021,DEMCouncilMember47thCouncilDistrict
228,228,228,NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,[],no,0.71461189,,5,LOCAL,DP,R,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein,,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein,0.42842844,0.0,0.0,3.2194092,,NewYorkCity,06222021,DEMCouncilMember48thCouncilDistrict
229,229,229,NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,[],no,0.54372817,,9,LOCAL,DP,R,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,0.11211211,0.024535932,0.024535932,2.2387688,,NewYorkCity,06222021,DEMCouncilMember49thCouncilDistrict
230,230,230,NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,[],no,0.67428684,,7,LOCAL,DP,R,Julie Menin,Julie Menin,Julie Menin,Julie Menin,,Julie Menin,Julie Menin,Julie Menin,Julie Menin,0.061061062,0.0,0.0,1.9906046,,NewYorkCity,06222021,DEMCouncilMember5thCouncilDistrict
231,231,231,NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,[],no,0.73084438,,6,LOCAL,DP,R,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,0.6046046,0.0,0.0,0.68728423,,NewYorkCity,06222021,DEMCouncilMember6thCouncilDistrict
232,232,232,NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,[],no,0.58662874,,12,LOCAL,DP,R,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,0.16616617,0.0,0.0,1.9571977,,NewYorkCity,06222021,DEMCouncilMember7thCouncilDistrict
233,233,233,NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,[],no,0.7518816,,4,LOCAL,DP,R,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,0.28728729,0.1145523,0.0,2.1648986,,NewYorkCity,06222021,DEMCouncilMember8thCouncilDistrict
234,234,234,NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,"['IRV', 'Condorcet']",yes,0.52576035,,13,LOCAL,DP,R,Kristin Richardson Jordan,Bill Perkins,Kristin Richardson Jordan,Bill Perkins,,Bill Perkins,Bill Perkins,Bill Perkins,Bill Perkins,0.1981982,0.088648789,0.072241746,3.1540782,,NewYorkCity,06222021,DEMCouncilMember9thCouncilDistrict
235,235,235,NewYorkCity_06222021_DEMMayorCitywide.csv,[],no,0.46266127,,13,LOCAL,DP,E,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,0.13013013,0.096646242,0.085003331,3.6365592,,NewYorkCity,06222021,DEMMayorCitywide
236,236,236,NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,[],no,0.89846742,,3,LOCAL,DP,O,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,0.5055055,0.02088389,0.0,1.4098727,,NewYorkCity,06222021,DEMPublicAdvocateCitywide
237,237,237,NewYorkCity_06222021_REPBoroughPresidentQueens.csv,[],no,1.0,,2,LOCAL,RP,E,219566,219566,219566,219566,,219566,219566,219566,219566,,,,,,NewYorkCity,06222021,REPBoroughPresidentQueens
238,238,238,NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,"['IRV', 'Condorcet']",yes,0.84187448,,4,LOCAL,RP,E,Vito Fossella,Steven Matteo,Vito Fossella,Vito Fossella,,Steven Matteo,Vito Fossella,Vito Fossella,Vito Fossella,0.24424425,0.24875647,0.24875647,3.7409368,,NewYorkCity,06222021,REPBoroughPresidentRichmond
239,239,239,NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,[],no,1.0,,2,LOCAL,RP,R,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,Ariel Rivera-Diaz,0.993994,0.42424244,0.0,,,NewYorkCity,06222021,REPCouncilMember15thCouncilDistrict
240,240,240,NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,[],no,1.0,,2,LOCAL,RP,R,Vickie Paladino,Vickie Paladino,Vickie Paladino,Vickie Paladino,,Vickie Paladino,Vickie Paladino,Vickie Paladino,Vickie Paladino,0.993994,0.45227832,0.0,,,NewYorkCity,06222021,REPCouncilMember19thCouncilDistrict
241,241,241,NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,[],no,1.0,,2,LOCAL,RP,R,James F. Reilly,James F. Reilly,James F. Reilly,James F. Reilly,,James F. Reilly,James F. Reilly,James F. Reilly,James F. Reilly,0.994995,0.23826715,0.0,,,NewYorkCity,06222021,REPCouncilMember23rdCouncilDistrict
242,242,242,NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,[],no,1.0,,2,LOCAL,RP,R,Timothy Rosen,Timothy Rosen,Timothy Rosen,Timothy Rosen,,Timothy Rosen,Timothy Rosen,Timothy Rosen,Timothy Rosen,0.992993,0.31981131,0.0,,,NewYorkCity,06222021,REPCouncilMember24thCouncilDistrict
243,243,243,NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,[],no,1.0,,2,LOCAL,RP,R,Joann Ariola,Joann Ariola,Joann Ariola,Joann Ariola,,Joann Ariola,Joann Ariola,Joann Ariola,Joann Ariola,0.996997,0.0,0.0,,,NewYorkCity,06222021,REPCouncilMember32ndCouncilDistrict
244,244,244,NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,"['IRV', 'Condorcet']",no,0.77151197,,5,LOCAL,RP,R,David M. Carr,Marko Kepi,David M. Carr,Marko Kepi,,Marko Kepi,Marko Kepi,Marko Kepi,Marko Kepi,0.1921922,0.0,0.0,3.3223648,,NewYorkCity,06222021,REPCouncilMember50thCouncilDistrict
245,245,245,NewYorkCity_06222021_REPMayorCitywide.csv,[],no,1.0,,2,LOCAL,RP,E,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,Curtis A. Sliwa,0.993994,0.19758105,0.0,,,NewYorkCity,06222021,REPMayorCitywide
246,246,246,Oakland_11022010_CityAuditor.csv,[],no,1.0,,2,LOCAL,NO,O,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,0.991992,0.26797071,0.0,,0.0,Oakland,11022010,CityAuditor
247,247,247,Oakland_11022010_CityCouncilDistrict2.csv,[],no,1.0,,2,LOCAL,NO,E,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,0.993994,0.26379836,0.0,,0.0,Oakland,11022010,CityCouncilDistrict2
248,248,248,Oakland_11022010_CityCouncilDistrict4.csv,[],no,0.84913939,,7,LOCAL,NO,R,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,0.061061062,0.0,0.0,2.711566,0.0,Oakland,11022010,CityCouncilDistrict4
249,249,249,Oakland_11022010_CityCouncilDistrict6.csv,[],no,0.82001865,,3,LOCAL,NO,R,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,0.98098099,0.17700155,0.0,1.0727967,0.0,Oakland,11022010,CityCouncilDistrict6
250,250,250,Oakland_11022010_Mayor.csv,[],no,0.76874489,,10,LOCAL,NO,E,JEAN QUAN,JEAN QUAN,JEAN QUAN,DON PERATA,,JEAN QUAN,DON PERATA,JEAN QUAN,JEAN QUAN,0.2002002,0.10239258,0.06962052,3.1074193,0.0,Oakland,11022010,Mayor
251,251,251,Oakland_11022010_SchoolDirectorDistrict4.csv,[],no,1.0,,2,LOCAL,NO,B,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,0.992993,0.24015805,0.0,,0.0,Oakland,11022010,SchoolDirectorDistrict4
252,252,252,Oakland_11032020_CityAttorneyOaklandRCV.csv,[],no,1.0,,2,LOCAL,NO,O,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,0.991992,0.20310512,0.0,,0.0,Oakland,11032020,CityAttorneyOaklandRCV
253,253,253,Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.87749738,,3,LOCAL,NO,R,REBECCA KAPLAN,DERRECK B. JOHNSON,REBECCA KAPLAN,REBECCA KAPLAN,,DERRECK B. JOHNSON,DERRECK B. JOHNSON,DERRECK B. JOHNSON,REBECCA KAPLAN,0.46846846,0.30520985,0.47288936,3.2231793,0.0,Oakland,11032020,MemberCityCouncilAtLargeOaklandRCV
254,254,254,Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,[],no,0.86912441,,3,LOCAL,NO,R,DAN KALB,DAN KALB,DAN KALB,DAN KALB,,DAN KALB,DAN KALB,DAN KALB,DAN KALB,0.4964965,0.25698411,0.50208104,1.8455431,0.0,Oakland,11032020,MemberCityCouncilDist1OaklandRCV
255,255,255,Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,[],no,0.56154072,,6,LOCAL,NO,R,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,0.1891892,0.072842784,0.072842784,0.57482219,0.0,Oakland,11032020,MemberCityCouncilDist3OaklandRCV
256,256,256,Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.85295111,,3,LOCAL,NO,R,NOEL GALLO,RICHARD SANTOS RAYA,NOEL GALLO,NOEL GALLO,,RICHARD SANTOS RAYA,NOEL GALLO,RICHARD SANTOS RAYA,NOEL GALLO,0.54654652,0.31044284,0.55274528,2.0992742,0.0,Oakland,11032020,MemberCityCouncilDist5OaklandRCV
257,257,257,Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,['Approval'],yes,0.48581758,,5,LOCAL,NO,R,TREVA REID,TREVA REID,TREVA REID,TREVA REID,,TREVA REID,TREVA REID,"ROBERT ""BOB"" JACKSON",TREVA REID,0.5045045,0.46733055,0.5099166,3.6064413,0.0,Oakland,11032020,MemberCityCouncilDist7OaklandRCV
258,258,258,Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,[],no,0.93672061,,3,LOCAL,NO,B,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS,,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS,0.53653651,0.099046454,0.0,3.1098137,0.0,Oakland,11032020,SchoolDirectorDist1OaklandRCV
259,259,259,Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,[],no,0.56536484,,5,LOCAL,NO,B,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,0.42142141,0.25325128,0.17189258,2.3117487,0.0,Oakland,11032020,SchoolDirectorDist3OaklandRCV
260,260,260,Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,[],no,0.66021454,,4,LOCAL,NO,B,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,0.3043043,0.0,0.0,2.3797531,0.0,Oakland,11032020,SchoolDirectorDist5OaklandRCV
261,261,261,Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.52102715,,5,LOCAL,NO,B,CLIFFORD THOMPSON,"BEN ""COACH"" TAPSCOTT",CLIFFORD THOMPSON,CLIFFORD THOMPSON,,"BEN ""COACH"" TAPSCOTT","BEN ""COACH"" TAPSCOTT","BEN ""COACH"" TAPSCOTT",CLIFFORD THOMPSON,0.1891892,0.20646776,0.19840489,3.6384604,0.0,Oakland,11032020,SchoolDirectorDist7OaklandRCV
262,262,262,Oakland_11042014_CityAuditor.csv,[],no,1.0,,2,LOCAL,NO,O,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,BRENDA ROBERTS,0.993994,0.15713413,0.0,,0.0,Oakland,11042014,CityAuditor
263,263,263,Oakland_11042014_CityCouncilDistrict2.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.84237289,,5,LOCAL,NO,R,ABEL GUILLEN,DANA KING,ABEL GUILLEN,ABEL GUILLEN,,DANA KING,DANA KING,DANA KING,ABEL GUILLEN,0.17317317,0.018092483,0.018092483,2.2498996,0.0,Oakland,11042014,CityCouncilDistrict2
264,264,264,Oakland_11042014_CityCouncilDistrict4.csv,[],no,0.93248659,,3,LOCAL,NO,R,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,0.42842844,0.14923468,0.0,1.8835201,0.0,Oakland,11042014,CityCouncilDistrict4
265,265,265,Oakland_11042014_CityCouncilDistrict6.csv,['Approval'],no,0.88463604,,5,LOCAL,NO,R,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,,DESLEY BROOKS,DESLEY BROOKS,SHEREDA F. NOSAKHARE,DESLEY BROOKS,0.16316317,0.0,0.0,2.1454391,0.0,Oakland,11042014,CityCouncilDistrict6
266,266,266,Oakland_11042014_Mayor.csv,[],no,0.78096467,,16,LOCAL,NO,E,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,0.24524525,0.000158286,0.000158286,0.19818559,0.0,Oakland,11042014,Mayor
267,267,267,Oakland_11042014_SchoolDirectorDistrict2.csv,[],no,1.0,,2,LOCAL,NO,B,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,0.994995,0.10191706,0.0,,0.0,Oakland,11042014,SchoolDirectorDistrict2
268,268,268,Oakland_11042014_SchoolDirectorDistrict4.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.85415119,,4,LOCAL,NO,B,NINA SENN,KARL DEBRO,NINA SENN,NINA SENN,,KARL DEBRO,KARL DEBRO,KARL DEBRO,NINA SENN,0.24124125,0.25477189,0.25477189,3.2538266,0.0,Oakland,11042014,SchoolDirectorDistrict4
269,269,269,Oakland_11042014_SchoolDirectorDistrict6.csv,[],no,1.0,,2,LOCAL,NO,B,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,0.992993,0.35335982,0.0,,0.0,Oakland,11042014,SchoolDirectorDistrict6
270,270,270,Oakland_11062012_CityAttorney.csv,[],no,1.0,,2,LOCAL,NO,O,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,0.993994,0.17668723,0.0,,0.0,Oakland,11062012,CityAttorney
271,271,271,Oakland_11062012_CityCouncilAtLarge.csv,[],no,0.84562898,,5,LOCAL,NO,R,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,0.18218218,0.15219066,0.1916427,2.9361322,0.0,Oakland,11062012,CityCouncilAtLarge
272,272,272,Oakland_11062012_CityCouncilDistrict1.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.8123908,,7,LOCAL,NO,R,DAN KALB,AMY LEMLEY,DAN KALB,DAN KALB,,AMY LEMLEY,DAN KALB,AMY LEMLEY,DAN KALB,0.12312312,0.12509277,0.12516078,3.2313266,0.0,Oakland,11062012,CityCouncilDistrict1
273,273,273,Oakland_11062012_CityCouncilDistrict3.csv,['Plurality'],no,0.80553412,,6,LOCAL,NO,R,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,SEAN SULLIVAN,,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,0.084084086,0.038410489,0.0,3.2077518,0.0,Oakland,11062012,CityCouncilDistrict3
274,274,274,Oakland_11062012_CityCouncilDistrict5.csv,[],no,0.89043522,,4,LOCAL,NO,R,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,0.23723723,0.0,0.0,3.4619691,0.0,Oakland,11062012,CityCouncilDistrict5
275,275,275,Oakland_11062012_CityCouncilDistrict7.csv,[],no,0.89814013,,3,LOCAL,NO,R,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,0.52052051,0.21000658,0.0,2.3245039,0.0,Oakland,11062012,CityCouncilDistrict7
276,276,276,Oakland_11062012_SchoolDirectorDistrict1.csv,[],no,1.0,,2,LOCAL,NO,B,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,0.995996,0.105983,0.0,,0.0,Oakland,11062012,SchoolDirectorDistrict1
277,277,277,Oakland_11062012_SchoolDirectorDistrict3.csv,['Approval'],no,0.81978351,,3,LOCAL,NO,B,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,RICHARD FUENTES,JUMOKE HINTON HODGE,0.4954955,0.37636006,0.50103831,2.5142617,0.0,Oakland,11062012,SchoolDirectorDistrict3
278,278,278,Oakland_11062012_SchoolDirectorDistrict5.csv,[],no,1.0,,2,LOCAL,NO,B,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,0.992993,0.40376186,0.0,,0.0,Oakland,11062012,SchoolDirectorDistrict5
279,279,279,Oakland_11062012_SchoolDirectorDistrict7.csv,[],no,1.0,,2,LOCAL,NO,B,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,0.992993,0.37251821,0.0,,0.0,Oakland,11062012,SchoolDirectorDistrict7
280,280,280,Oakland_11062018_CityAuditor.csv,[],no,1.0,,2,LOCAL,NO,O,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,0.993994,0.17988145,0.0,,0.0,Oakland,11062018,CityAuditor
281,281,281,Oakland_11062018_CityCouncilDistrict2.csv,[],no,0.9486838,,3,LOCAL,NO,R,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,0.3953954,0.040282927,0.0,3.9806426,0.0,Oakland,11062018,CityCouncilDistrict2
282,282,282,Oakland_11062018_CityCouncilDistrict4.csv,"['IRV', 'Condorcet', 'Approval']",no,0.80497748,,7,LOCAL,NO,R,SHENG THAO,PAM HARRIS,SHENG THAO,SHENG THAO,,PAM HARRIS,SHENG THAO,PAM HARRIS,SHENG THAO,0.0990991,0.034312636,0.0,2.0114625,0.0,Oakland,11062018,CityCouncilDistrict4
283,283,283,Oakland_11062018_CityCouncilDistrict6.csv,[],no,0.84193766,,5,LOCAL,NO,R,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,0.55855858,0.016087402,0.0,2.5834384,0.0,Oakland,11062018,CityCouncilDistrict6
284,284,284,Oakland_11062018_Mayor.csv,[],no,0.79799885,,10,LOCAL,NO,E,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,0.088088088,0.0,0.0,1.4130802,0.0,Oakland,11062018,Mayor
285,285,285,Oakland_11062018_SchoolDirectorDistrict4.csv,[],no,1.0,,2,LOCAL,NO,B,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,0.994995,0.32448834,0.0,,0.0,Oakland,11062018,SchoolDirectorDistrict4
286,286,286,Oakland_11062018_SchoolDirectorDistrict6.csv,[],no,1.0,,2,LOCAL,NO,B,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,0.3903904,0.0,0.0,,0.0,Oakland,11062018,SchoolDirectorDistrict6
287,287,287,Oakland_11082016_CityCouncilDistrict1.csv,[],no,1.0,,2,LOCAL,NO,R,DAN KALB,DAN KALB,DAN KALB,DAN KALB,,DAN KALB,DAN KALB,DAN KALB,DAN KALB,0.996997,0.0,0.0,,0.0,Oakland,11082016,CityCouncilDistrict1
288,288,288,Oakland_11082016_CityCouncilDistrict3.csv,[],no,1.0,,2,LOCAL,NO,R,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,NONI D. SESSION,0.993994,0.39832214,0.0,,0.0,Oakland,11082016,CityCouncilDistrict3
289,289,289,Oakland_11082016_CityCouncilDistrict5.csv,[],no,1.0,,2,LOCAL,NO,R,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,0.993994,0.36595073,0.0,,0.0,Oakland,11082016,CityCouncilDistrict5
290,290,290,Oakland_11082016_CityCouncilDistrict7.csv,[],no,0.87876093,,3,LOCAL,NO,R,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,0.47547546,0.22445117,0.0,1.4459754,0.0,Oakland,11082016,CityCouncilDistrict7
